precio,denominacion,propiedad,metros_total,metros_construido,tiempo_de_publicacion,tipo,estacionamientos,recamaras,banos,medio_banos,seguridad_privada,ubicacion,url,descripcion,precio_desc,precio_mxn,precio_usd,fecha_conversion,categoria,meses_2024-09-08,precio_m2_terreno,precio_m2_construido,baños_desc,baños_completos,medios_baños,bano_total,Colonia,Municipio,Estado
1650000,MXN,casa en venta ciudad del sol,67,69,1 dic 2023,Casa,1,2,1,0,No,condominio la loma vi queretaro queretaro,https://www.lamudi.com.mx/detalle/41032-73-f1aeaaf44ccf-2367-85c8ac0e-b631-3341,ven y descubredentro de un desarrollo disenado para que encuentres tu hogar con la calidad diseno y plusvalia donde se conjugan para que consolides tu patrimonio ahi encontraras seguridad 24x7 amenidades  areas verdes aparatos de ejercicio al aire libre para que disfrutes del cielo azul de queretaro canchas de futbol juegos palapas y una plaza comercial un nuevo estilo de vida solicita tu cita con gusto te atenderemosprecios sujetos a cambio sin previo aviso,,1650000,91781.18,2024-09-08,C3,9.0,24626.86567164179,23913.043478260868,"{'completos': 0, 'medios': 0}",0.0,0.0,1.0,condominio la loma vi,Querétaro,Querétaro
1690000,MXN,fraccionamiento paseos del sol residencial con recamara en planta baja,80,84,29 ene 2024,Casa en Fraccionamiento,2,3,2,0,No,queretaro centro queretaro queretaro,https://www.lamudi.com.mx/detalle/41032-73-d7c2c20c04ac-da70-ec5981c0-8cd5-449a,acceso automatico al fraccionamiento 80 mts de terreno 84 mts de construccion 2 niveles 3 recamaras con tamano para cama king zise  2 en planta alta  1 en planta baja 2 banos completos estacionamiento para 2 autos recamara principal con mini split y closet de blancospatio de servicio techado azulejo y muro verde escaleras de servicio para acceso a la azotea tanque de gas estacionario de 120 ltspersianas black out cocina estufa campana alacenacava de vinos y licores retractil mueble de television librero y escritorio closets deiluminacion externa con led camara de vigilanciamosquiteros en todas las ventanas canceles de banoamenidades alberca en el fraccionamiento de las mas grandes de la zona area para ninos cancha de usos multiples palapa asadores gym al aire libre,,1690000,94006.17,2024-09-08,C3,7.0,21125.0,20119.04761904762,"{'completos': 2.0, 'medios': 0}",2.0,0.0,2.0,queretaro centro,Querétaro,Querétaro
1690000,MXN,venta casa de 1 planta 200m2,200,200,20 abr 2023,Casa,2,3,2,0,No,fraccionamiento geo plazas queretaro queretaro,https://www.lamudi.com.mx/detalle/41032-73-9a66a6c61eb4-78df-71c0c7b7-bc27-3f1c,casa de 1 planta remodelada14 metros de frente por 1430 de fondo 20020 m2 terrenoconstruccion de 20335 m2casa remodelada para hacerla mas amplia2 recamaras con opcion a 3sala de tvsala comedorcocina integralpatio de lavadococheras techadas para 4 autosdos portones uno electrico2 banos completostodo en planta bajacitas  con antonio ruizprecio de valor catastralcasa muy segura con protecciones todas las ventanas,,1690000,94006.17,2024-09-08,C3,16.0,8450.0,8450.0,"{'completos': 0, 'medios': 0}",0.0,0.0,2.0,fraccionamiento geo plazas,Querétaro,Querétaro
1710000,MXN,casa en condominio en venta en fraccionamiento ciudad del sol,85,85,18 ene 2024,Casa en Condominio,2,3,2,0,No,fraccionamiento ciudad del sol queretaro queretaro,https://www.lamudi.com.mx/detalle/41032-73-b56f96c0511a-c34-d92735bc-a2b1-370e,residencial ciudad del sol es una propiedad que se encuentra en la ciudad de queretaro mexico esta propiedad forma parte de un complejo residencial que ofrece una gran variedad de servicios y amenidades para el disfrute y comodidad de sus residentesconstruida en el ano 2022 esta propiedad cuenta con un total de 858 metros cuadrados de superficie distribuidos en varias areas funcionales en su interior encontramos 2 banos completos y 3 habitaciones lo que la convierte en una opcion ideal para familias o personas que buscan espacio y privacidadademas residencial ciudad del sol ofrece diversas comodidades para el entretenimiento y el bienestar de sus residentes entre ellas destacan la alberca los juegos infantiles y el salon de eventos ideales para disfrutar de momentos de diversion y convivencia con amigos y familiaresen cuanto a las comodidades diarias esta propiedad cuenta con un cuarto de lavado y un patio de servicio lo que facilita las tareas domesticas y el cuidado de la ropa ademas dispone de un estacionamiento techado brindando seguridad y proteccion a los vehiculos de los residentesresidencial ciudad  del sol tambien destaca por su enfoque en la seguridad de sus residentes ya que cuenta con un sistema de vigilancia las 24 horas del diaubicada en el fraccionamiento ciudad del sol esta propiedad se encuentra en una zona estrategica de queretaro cercana a diversos servicios y con facil acceso a vias principales ademas su ubicacion en la avenida de la cantera 2832 permite disfrutar de hermosas vistas y una conexion directa con el entorno natural,,1710000,95118.67,2024-09-08,C3,7.0,20117.647058823528,20117.647058823528,"{'completos': 2.0, 'medios': 0}",2.0,0.0,2.0,fraccionamiento ciudad del sol,Querétaro,Querétaro
1720000,MXN,venta de casa en ciudad del sol,90,95,16 ene 2024,Casa,2,3,1,0,No,unidad habitacional real del parque queretaro queretaro,https://www.lamudi.com.mx/detalle/41032-73-513d40a5f259-4d1d-e9064450-9e9f-3b7d,casa de 2 plantas 3 recamaras 25 banos cochera para 2 autos estudio sala  comedor cocina integral jardin y patio en privada con seguridad alberca areas verdes juegos infantiles y palapas comunales easybroker id ebmr2648,,1720000,95674.92,2024-09-08,C3,7.0,19111.11111111111,18105.263157894737,"{'completos': 2.5, 'medios': 0}",2.5,0.0,1.0,unidad habitacional real del parque,Querétaro,Querétaro
1720000,MXN,la casa de tus suenos existe y la tenemos nosotros regalate ese espacio para crear tu propia historia no esperes mas,160,160,21 dic 2023,Casa,2,3,1,0,No,fraccionamiento villas palmira queretaro queretaro,https://www.lamudi.com.mx/detalle/41032-73-526d8529bbba-e36a-841c587f-9b4d-4fcd,esta casa es perfecta para familias que buscan un hogar comodo y espacioso cuenta con varios dormitorios banos completos y un medio bano ademas de una sala de estar un comedor y una cocinala cocina esta completamente equipada con electrodomesticos de alta gama y cuenta con una isla central que es perfecta para preparar comidas o pasar tiempo con la familia y los amigosel comedor tiene capacidad para un gran grupo de personas  y es un lugar ideal para disfrutar de comidas con familiares y amigosla sala de estar es amplia y luminosa para pasar dias y noches perfectaslos dormitorios son amplios y luminosos y cuentan con armarios empotradosel bano principal tiene una banera de hidromasaje y una ducha de lluviael patio trasero es grande y cuenta con una terrazala casa esta ubicada en una zona tranquila y segura cerca de escuelas tiendas y serviciosesta casa es una oportunidad unica de adquirir un hogar hermoso y comodo en una excelente ubicacionsi esta interesado en conocer mas sobre esta propiedad no dude en contactarme,,1720000,95674.92,2024-09-08,C3,8.0,10750.0,10750.0,"{'completos': 0, 'medios': 0}",0.0,0.0,1.0,fraccionamiento villas palmira,Querétaro,Querétaro
1725000,MXN,ciudad del sol casa de 2 recamaras en venta qh300,72,73,13 ene 2024,Casa en Fraccionamiento,2,2,1,0,No,unidad habitacional real del parque queretaro queretaro,https://www.lamudi.com.mx/detalle/41032-73-66f77b4c2b00-d505-8be28d26-8c82-4711,24300 qh casa en venta punta norte ciudad del sol planta baja sala comedor cocina equipada abierta medio bano de visitas area de lavado y patio segundo piso dos recamaras amplias la principal con capacidad de king size y buros segunda recamara cama matrimonial un bano completo tiene areas comunes muy bien cuidadas area de juegos infantiles alberca palapa asador area verde  es una privada muy familiar solo con citaen la zona hay plazas comerciales cines escuelas vias de comunicacion cada recamara tiene su bano tiene area de lavado en el patio un cajon de estacionamiento frente a la casa y las amenidades estan al frente cruzando la callesujeto a cambio de precio y disponibilidad sin previo avisoson fotos referenciales la casa no tiene muebles,,1725000,95953.05,2024-09-08,C3,7.0,23958.333333333332,23630.13698630137,"{'completos': 0, 'medios': 0}",0.0,0.0,1.0,unidad habitacional real del parque,Querétaro,Querétaro
1725000,MXN,ciudad del sol casa usada en venta jpc300,72,73,2 ene 2024,Casa en Fraccionamiento,2,2,1,0,No,unidad habitacional real del parque queretaro queretaro,https://www.lamudi.com.mx/detalle/41032-73-af5162cc88fb-ae7a-9ad7d266-a260-40aa,24300 jpc casa en venta punta norte ciudad del sol planta baja sala comedor cocina equipada abierta medio bano de visitas area de lavado y patio segundo piso dos recamaras amplias la principal con capacidad de king size y buros segunda recamara cama matrimonial un bano completo tiene areas comunes muy bien cuidadas area de juegos infantiles alberca palapa asador solo con citaarea verde  es una privada muy familiaren la zona hay plazas comerciales cines escuelas vias de comunicacioncada recamara tiene su banotiene area de lavado en el patio un cajon de estacionamiento frente a la casa y las amenidades estan al frente cruzando la callesujeto a cambio de precio y disponibilidad sin previo avisoson fotos referenciales la casa no tiene muebles,,1725000,95953.05,2024-09-08,C3,8.0,23958.333333333332,23630.13698630137,"{'completos': 0, 'medios': 0}",0.0,0.0,1.0,unidad habitacional real del parque,Querétaro,Querétaro
1725000,MXN,ciudad del sol casa usada de 2 recamaras en venta jpc300,72,73,2 dic 2023,Casa en Fraccionamiento,2,2,1,0,No,unidad habitacional real del parque queretaro queretaro,https://www.lamudi.com.mx/detalle/41032-73-251e52dffce8-274d-377b437c-a29e-4e89,24300 jpc casa en venta punta norte ciudad del sol planta baja sala comedor cocina equipada abierta medio bano de visitas area de lavado y patio segundo piso dos recamaras amplias la principal con capacidad de king size y buros segunda recamara cama matrimonial un bano completo tiene areas comunes muy bien cuidadas area de juegos infantiles alberca palapa asador area verde es una privada muy familiar solo con citaen la zona hay plazas comerciales cines escuelas vias de comunicacioncada recamara tiene su banotiene area de lavado en el patioun cajon de estacionamiento frente a la casa y las amenidades estan al frente cruzando la callesujeto a cambio de precio y disponibilidad sin previo avisoson fotos referenciales la casa no tiene muebles,,1725000,95953.05,2024-09-08,C3,9.0,23958.333333333332,23630.13698630137,"{'completos': 0, 'medios': 0}",0.0,0.0,1.0,unidad habitacional real del parque,Querétaro,Querétaro
1732000,MXN,ciudad del sol casa nueva en venta qh127,67,69,13 ene 2024,Casa en Fraccionamiento,2,3,1,0,No,unidad habitacional real del parque queretaro queretaro,https://www.lamudi.com.mx/detalle/41032-73-a2012c98622d-6203-ae93989d-a1bc-4a48,24127 qh casa de estilo unico y elegante creado por artigas arquitectos esta casa de 69 m2 sobre un lote de terreno de 45 x 15  6750 m2 tiene en planta baja sala comedor cocina area de tv o 3ra recamara area de lavado patio trasero y medio bano en planta alta 2 recamaras con un bano completo cochera para 1 auto viviras rodeado de diversos servicios como plazas comerciales colegios este modelo se diferencia en que trae cochera techada y su valor incrementa viene equipada con cocina y closet solo con citaprecio y disponibilidad sujeto a cambios sin previo aviso,,1732000,96342.42,2024-09-08,C3,7.0,25850.746268656716,25101.44927536232,"{'completos': 0, 'medios': 0}",0.0,0.0,1.0,unidad habitacional real del parque,Querétaro,Querétaro
1750000,MXN,casa remodelada toda en planta baja 200m2,200,200,20 abr 2023,Casa,2,2,2,0,No,colinas de santa cruz 1ra seccion queretaro queretaro,https://www.lamudi.com.mx/detalle/41032-73-9f0a085fc26f-17cb-e04cccfb-9c6c-33d6,casa remodelada para hacer espacios mas amplios2 recamaras con opcion a 3 recamaras2 banos completossala comedor de buen tamanosala de televisioncocina integral con barra desayunadorapatio de lavado y tendido techadocochera hasta 4 autos techado 2 en loza y 2 en maderacitas,,1750000,97343.67,2024-09-08,C2,16.0,8750.0,8750.0,"{'completos': 0, 'medios': 0}",0.0,0.0,2.0,colinas de santa cruz 1ra seccion,Querétaro,Querétaro
1762500,MXN,preciosa casa en remate en san francisco juriquilla queretaro,156,178,14 dic 2023,Casa,2,3,2,0,No,fraccionamiento paseo del piropo queretaro queretaro,https://www.lamudi.com.mx/detalle/41032-73-bdf7c0be02f8-20d5-982e27eb-8839-4bba,conoce esta opcion para hacerte de la casa que tanto has buscado o en su caso invertir para generar un segundo ingreso se trata de una casa en recuperacion bancaria por lo que solo se aceptan recursos propios no te preocupes te oriento en todo el proceso ademas de que se muestra la documentacion que acredita la viabilidad de la propiedadla casa esta en una ubicacion interesante ya que esta muy cerca de vialidades que conectan con el centro de queretaro asi como centros comerciales y escuelas de lato prestigio cercanospermitete realizar una inversion de manera inteligente yo te oriento con gusto y adquiere una  propiedad en el estado de queretarocontamos con un catalogo amplio en la cdmx zona conurbada asi como al interior de la republica mexicana materializa tus suenos si es posible,,1762500,98038.98,2024-09-08,C2,8.0,11298.076923076924,9901.685393258427,"{'completos': 0, 'medios': 0}",0.0,0.0,2.0,fraccionamiento paseo del piropo,Querétaro,Querétaro
1765000,MXN,venta de casa en queretaro santiago col lomas del marques,150,159,30 ene 2024,Casa,2,3,2,0,No,lomas del marques queretaro queretaro,https://www.lamudi.com.mx/detalle/41032-73-2ad20bf45ad-aee2-10d266fe-b297-4d6d,te garantizamos una completa satisfaccion con pago de liquidacion al banco y ante notario acercate a los expertos en bienes raices de kioto service y asegura tu futuro hogar te esperamosla distribucion es sala comedor cocina 3 recamaras amplias 2 banos2 lugares de estacionamiento cuarto de lavado,,1765000,98178.05,2024-09-08,C2,7.0,11766.666666666666,11100.62893081761,"{'completos': 2.0, 'medios': 0}",2.0,0.0,2.0,lomas del marques,Querétaro,Querétaro
1807000,MXN,casa en venta 3 recamaras fracc vista del sol queretaro,67,108,6 dic 2023,Casa,2,3,1,0,No,fraccionamiento ciudad del sol queretaro queretaro,https://www.lamudi.com.mx/detalle/41032-73-4d3b789263c4-8ccb-53957f26-af9f-4f01,casa en venta en coto privado en la col ciudad del solcon 67 m2 de terreno y 108 m2 de construccioncochera para 1 auto sala comedor cocina integral patio trasero con area de servicio3 recamaras 2 banos completossu precio es negociable,,1807000,100514.29,2024-09-08,C2,9.0,26970.149253731342,16731.48148148148,"{'completos': 2.0, 'medios': 0}",2.0,0.0,1.0,fraccionamiento ciudad del sol,Querétaro,Querétaro
1840000,MXN,la casa de tus suenos existe y la tenemos nosotros regalate ese espacio para crear tu propia historia no esperes mas,140,140,8 dic 2023,Casa,2,3,1,0,No,galindas queretaro queretaro,https://www.lamudi.com.mx/detalle/41032-73-efb4a7889912-7154-757fb66a-9a5a-43d7,esta casa es perfecta para familias que buscan un hogar comodo y espacioso cuenta con varios dormitorios banos completos y un medio bano ademas de una sala de estar un comedor y una cocinala cocina esta completamente equipada con electrodomesticos de alta gama y cuenta con una isla central que es perfecta para preparar comidas o pasar tiempo con la familia y los amigosel comedor tiene capacidad para un gran grupo de personas  y es un lugar ideal para disfrutar de comidas con familiares y amigosla sala de estar es amplia y luminosa para pasar dias y noches perfectaslos dormitorios son amplios y luminosos y cuentan con armarios empotradosel bano principal tiene una banera de hidromasaje y una ducha de lluviael patio trasero es grande y cuenta con una terrazala casa esta ubicada en una zona tranquila y segura cerca de escuelas tiendas y serviciosesta casa es una oportunidad unica de adquirir un hogar hermoso y comodo en una excelente ubicacionsi esta interesado en conocer mas sobre esta propiedad no dude en contactarme,,1840000,102349.92,2024-09-08,C2,9.0,13142.857142857143,13142.857142857143,"{'completos': 0, 'medios': 0}",0.0,0.0,1.0,galindas,Querétaro,Querétaro
1867000,MXN,la casa de tus suenos existe y la tenemos nosotros regalate ese espacio para crear tu propia historia no esperes mas,250,250,21 dic 2023,Casa,2,3,1,0,No,colinas del cimatario queretaro queretaro,https://www.lamudi.com.mx/detalle/41032-73-439dca51c554-f56-8c37417-a4bb-4a8d,esta casa es perfecta para familias que buscan un hogar comodo y espacioso cuenta con varios dormitorios banos completos y un medio bano ademas de una sala de estar un comedor y una cocinala cocina esta completamente equipada con electrodomesticos de alta gama y cuenta con una isla central que es perfecta para preparar comidas o pasar tiempo con la familia y los amigosel comedor tiene capacidad para un gran grupo de personas  y es un lugar ideal para disfrutar de comidas con familiares y amigosla sala de estar es amplia y luminosa para pasar dias y noches perfectaslos dormitorios son amplios y luminosos y cuentan con armarios empotradosel bano principal tiene una banera de hidromasaje y una ducha de lluviael patio trasero es grande y cuenta con una terrazala casa esta ubicada en una zona tranquila y segura cerca de escuelas tiendas y serviciosesta casa es una oportunidad unica de adquirir un hogar hermoso y comodo en una excelente ubicacionsi esta interesado en conocer mas sobre esta propiedad no dude en contactarme,,1867000,103851.79,2024-09-08,C2,8.0,7468.0,7468.0,"{'completos': 0, 'medios': 0}",0.0,0.0,1.0,colinas del cimatario,Querétaro,Querétaro
1890000,MXN,dma casa en venta jurica de la campana queretaro mexico,250,250,10 ene 2024,Casa,2,4,1,0,No,fraccionamiento punta juriquilla queretaro queretaro,https://www.lamudi.com.mx/detalle/41032-73-24f8d8a95d18-a620-51d2dcea-bf05-4ec6,excelente oportunidad en recuperacion bancariacaracteristicascuenta con aproximadamente 250 m2 de construccion 4 habitaciones 3 banos 2 lugares de estacionamientoexcelente ubicacion la compra se hace por medio de recursos propios no se aceptan creditos no infonavit no creditos hipotecarios entrega fisica del inmueble garantizada llave en mano libre de gravamen inmueble escrituradola mejor garantia sobre tu inversion o te devolvemos tu dinero al 100agendemos una cita para hacer crecer tu patrimonio,,1890000,105131.17,2024-09-08,C2,8.0,7560.0,7560.0,"{'completos': 3.0, 'medios': 0}",3.0,0.0,1.0,fraccionamiento punta juriquilla,Querétaro,Querétaro
1900000,MXN,lindo departamento en zona parque queretaro 2000 gran ubicacion ,125,190,4 ago 2023,Casa,2,2,1,0,No,fraccionamiento constituyentes queretaro queretaro,https://www.lamudi.com.mx/detalle/41032-73-5aa92dbf3480-cd3b-bddd263e-9166-397e,se vende departamento duplex a un costado del parque queretaro 2000 con gran ubicacion y de oportunidad departamento duplex planta alta con roof gardena un costado del parque queretaro 2000terreno 12410construccion 18772 primer plantasalacomedorcocina equipadapatio de serviciobano completo2 habitaciones principal con bano completo1 estacionamiento planta altaestudio o sala de televisionroof garden amenidadesareas verdesestacionamiento para visitaspalapasseguridad 24 horascasa company queretarocontamos con mas de 1200 propiedades easybroker id ebob3368,,1900000,105687.41,2024-09-08,C2,13.0,15200.0,10000.0,"{'completos': 0, 'medios': 0}",0.0,0.0,1.0,fraccionamiento constituyentes,Querétaro,Querétaro
1950000,MXN,casa centrica en venta en queretaro,120,111,21 abr 2023,Casa en Condominio,2,3,2,0,No,ensueno queretaro queretaro,https://www.lamudi.com.mx/detalle/41032-73-f33c5602b15e-9729-179864f1-a192-3e19,bonita casa en condominio de 3 recamaras en venta con excelente ubicacion 3 recamaras la principal con bano sala comedor cocina equipada amplio jardin cochera para 2 autos area de lavado la casa se encuentra en privada con vigilancia las 24 horas estacionamiento de visitas areas comunes con palapa,,1950000,108468.66,2024-09-08,C2,16.0,16250.0,17567.567567567567,"{'completos': 0, 'medios': 0}",0.0,0.0,2.0,ensueno,Querétaro,Querétaro
1960000,MXN,casa en venta en ciudad del sol las haciendas,90,95,24 abr 2023,Casa en Fraccionamiento,1,3,1,0,No,fraccionamiento ciudad del sol queretaro queretaro,https://www.lamudi.com.mx/detalle/41032-73-69eae9389044-a328-4db845ba-8373-3a33,excelente casa en venta en fraccionamiento las haciendas cuidad del sol la privada cuenta con areas verdes chanchas de juegos zonas infantiles asadores y palapasmodelo lambrusco  2da etapa  terreno 90 m2 lote 6m  15mconstruccion 95 m2planta baja sala  comedor cocina 12 banos para visitas area de lavado patio trasero cochera para 2 autosplanta alta 3 recamaras principal con bano completo secundarias comparten bano,,1960000,109024.91,2024-09-08,C2,16.0,21777.777777777777,20631.57894736842,"{'completos': 2.0, 'medios': 0}",2.0,0.0,1.0,fraccionamiento ciudad del sol,Querétaro,Querétaro
1969100,MXN,hermosa casa en reforma agraria qro,181,181,14 dic 2023,Casa,2,3,2,0,No,reforma agraria queretaro queretaro,https://www.lamudi.com.mx/detalle/41032-73-a7610537a01a-9a6a-a2f1ae19-becb-1237,cumple tu sueno con nosotroshermosa y amplia casa con excelentes acabados y todas las comodidades que sonaste ahora a tu alcancecuenta con3 habitaciones2 banos completos2 garajecocina equipada area comun asesoria 247 desde la primera llamadate asesoramos y acompanamos hasta concluir con la entrega de tu nuevo hogarmaria ramirezasesor inmobiliariopara mayor informacion contactame o dejame tu numero a la brevedad me comunico,,1969100,109531.1,2024-09-08,C2,8.0,10879.00552486188,10879.00552486188,"{'completos': 2.0, 'medios': 0}",2.0,0.0,2.0,reforma agraria,Querétaro,Querétaro
1969100,MXN,hermosa y amplia   casa en reforma agraria qro,181,181,13 dic 2023,Casa,2,3,2,0,No,reforma agraria queretaro queretaro,https://www.lamudi.com.mx/detalle/41032-73-dd591d5ee3d4-9a38-66809409-aa2a-1237,cumple tu sueno con nosotroshermosa y amplia casa con excelentes acabados y todas las comodidades que sonaste ahora a tu alcancecuenta con3 habitaciones2 banos completos2 garajecocina equipada area comun asesoria 247 desde la primera llamada,,1969100,109531.1,2024-09-08,C2,9.0,10879.00552486188,10879.00552486188,"{'completos': 2.0, 'medios': 0}",2.0,0.0,2.0,reforma agraria,Querétaro,Querétaro
1969100,MXN,estrena en la mejor zona de queretaro,181,133,11 ene 2024,Casa,2,3,2,0,No,reforma agraria queretaro queretaro,https://www.lamudi.com.mx/detalle/41032-73-5b0b3f8c0f3-c02-de8f5b32-a70d-4fdb,asegura tu futuro y cumple tus suenos   gran oportunidad amplia casa con excelentes acabados y todas las comodidades que sonaste ahora a tu alcance        cuenta con        3 habitaciones    2 banos completos    2 estacionamientos    albercareas verdes      asesoria 247 desde la primera llamada        te asesoramos y acompanamos hasta concluir con la entrega de tu nuevo hogar    ten la garantia y el respaldo del mejor grupo inmobiliario en el mercado juntos encontraremos el hogar de tus suenos   hanson madrigal    asesor inmobiliario    para mayor informacion contactame o dejame tu numero a la brevedad me comunico,,1969100,109531.1,2024-09-08,C2,8.0,10879.00552486188,14805.263157894737,"{'completos': 2.0, 'medios': 0}",2.0,0.0,2.0,reforma agraria,Querétaro,Querétaro
2209505,MXN,casa de oportunidad en queretaro,120,100,8 dic 2023,Casa en Condominio,2,3,2,0,No,fracc jurica san francisco queretaro queretaro,https://www.lamudi.com.mx/detalle/41032-73-1f7479da9cb8-6713-e41a7b17-b6df-43b3,las oportunidades existen no las dejes pasargran oportunidad de adquirir tu casa al mejor precio contamos con mas de 9000propiedades en todo el territorio nacional informate has una cita con nosotros seguro tenemos la mejor opcion para ti a un muy bajo costocompra 100  segura precios reales garantia de entrega bajo contrato entregas desde 567 8 y 12 meses dependiendo  del avance del proceso  puede ser           incluso antes  tenemos inmuebles adjudicados con posecion legal y fisicallamanos sin duda somos tu mejor opcion,,2209505,122903.62,2024-09-08,C1,9.0,18412.541666666668,22095.05,"{'completos': 0, 'medios': 0}",0.0,0.0,2.0,fracc jurica san francisco,Querétaro,Querétaro
2250000,MXN,junto a la condesa juriquilla 3 recamaras 25 banos jardin alberca luxury,127,131,21 abr 2023,Casa,2,3,1,0,No,fraccionamiento cumbres del lago queretaro queretaro,https://www.lamudi.com.mx/detalle/41032-73-d8550f2c0e7c-ca78-b962a5eb-92ac-3842,vive en juriquilla dentro del fraccionamiento altos  juriquilla en donde la presencia de la naturaleza es una prioridad por ello han destinado una gran zona de areas verdes que aportan una sensacion organica que se podra vivir en sus multiples rotondas y jardinesficha tecnica 3 recamaras 25 banos 2 estacionamientos area de jardin cocina equipada cuarto de lavado area de lavadoamenidades alberca con 3 carriles de nado asoleadero club house juegos infantiles alberca infantil cancha de usos multiples area picnic juegos infantiles area para patinar cancha multiusos circuito para caminar cancha de padelcasa company queretarocontactarcontamos con mas de 900 propiedades easybroker id ebej3913,,2250000,125156.15,2024-09-08,B3,16.0,17716.535433070865,17175.57251908397,"{'completos': 2.5, 'medios': 0}",2.5,0.0,1.0,fraccionamiento cumbres del lago,Querétaro,Querétaro
2290000,MXN,casa en venta en plazas del sol 2a seccion queretaro cerca del parque,105,114,14 ene 2024,Casa,2,3,2,0,No,plazas del sol 2da seccion queretaro queretaro,https://www.lamudi.com.mx/detalle/41032-73-98657fa95fe1-5ebb-c94a7aac-abf1-3a73,casa en venta en plazas del sol 2a seccion queretaro al sur de la ciudad a unos metros del parque de la coloniaterreno 105 m2 7 x 15 metrosconstruccion 114 m2pisos 2habitaciones 3banos 1 y mediosala  comedor separado pro desnivelcocina integral con alacenaarea de lavado techadapatio de uso general con cementoestacionamiento para 2 autoslibre de gravamen lista para escriturarsi requiere apoyo con el financiamiento le apoyamos sin costo con varias alternativas bancarias,,2290000,127381.15,2024-09-08,B3,7.0,21809.52380952381,20087.719298245614,"{'completos': 3.0, 'medios': 0}",3.0,0.0,2.0,plazas del sol 2da seccion,Querétaro,Querétaro
2750000,MXN,hermosa casa modelo maple en juriquilla queretaro,108,133,13 sept 2023,Casa,2,2,1,0,No,fraccionamiento villas del meson queretaro queretaro,https://www.lamudi.com.mx/detalle/41032-73-ab676eaa234c-9a31-e1cb029a-869a-3106,wiggot pgpi82gte presentamos esta hermosa casa el modelo maple ubicada en la hermosa juriquilla una de las mejores zonas de queretaroesta espaciosa casa es una oportunidad unica para vivir en una de las zonas mas deseadas de queretaro con 108 metros cuadrados de terreno y 133 metros cuadrados de construccion la casa modelo maple ofrece un espacio generoso para toda su familiaplanta bajaarea de salacomedorante sala o recepcioncocina integral equipadaarea de lavadojardinestacionamiento para 2 cochesplanta alta2 recamaras con closetrecamara principal con bano completo y vestidor1 bano completo que comparten las recamaras secundariasarea de tvesta impresionante casa esta disponible a partir de 2750000 y ofrece una oportunidad inigualable para establecer su hogar en juriquilla una zona con excelentes servicios y una calidad de vida envidiableno dejes pasar esta oportunidadcontactanos hoy mismo para obtener mas informacion y programar una visitajugamaqrointroducing this beautiful home the maple model located in the picturesque juriquilla one of the finest areas in queretarothis spacious house represents a unique opportunity to reside in one of queretaros most coveted neighborhoods with 108 square meters of land and 133 square meters of construction the maple model house offers ample space for your entire familyground floorliving area dining roomreception areafully equipped kitchenlaundry areagarden parking space for 2 carsupper floor2 bedrooms with closetsmaster bedroom with a full bathroom and walkin closet1 full bathroom shared by the secondary bedroomstv areathis impressive home is available starting from 2750000 and presents an unparalleled chance to make juriquilla your new residence an area renowned for excellent amenities and an enviable quality of lifedont miss out on this opportunitycontact us today for more information and to schedule a visit,,2750000,152968.63,2024-09-08,B1,12.0,25462.962962962964,20676.69172932331,"{'completos': 0, 'medios': 0}",0.0,0.0,1.0,fraccionamiento villas del meson,Querétaro,Querétaro
2900000,MXN,estrena tu nuevo hogar en juriquilla queretaro,108,133,14 sept 2023,Casa,2,3,1,0,No,fraccionamiento villas del meson queretaro queretaro,https://www.lamudi.com.mx/detalle/41032-73-e3dfc2fea653-9763-ac93dc96-af2d-3b79,wiggot punv0gdte presentamos esta hermosa casa el modelo roble ubicada en la hermosa juriquilla una de las mejores zonas de queretaroesta espaciosa casa es una oportunidad unica para vivir en una de las zonas mas deseadas de queretaro con 108 metros cuadrados de terreno y 133 metros cuadrados de construccion la casa modelo roble ofrece un espacio generoso para toda su familiaplanta bajaarea de salacomedorante sala o recepcioncocina integral equipadaarea de lavadojardinestacionamiento para 2 cochesplanta alta2 recamaras con closetrecamara principal con bano completo y vestidor1 bano completo que comparten las recamaras secundariasarea de tvesta impresionante casa esta disponible a partir de 2900000 y ofrece una oportunidad inigualable para establecer su hogar en juriquilla una zona con excelentes servicios y una calidad de vida envidiableno dejes pasar esta oportunidadcontactanos hoy mismo para obtener mas informacion y programar una visitajugamaqrointroducing this beautiful home the roble model located in the picturesque juriquilla one of the finest areas in queretarothis spacious house represents a unique opportunity to reside in one of queretaros most coveted neighborhoods with 108 square meters of land and 133 square meters of construction the roble model house offers ample space for your entire familyground floorliving area dining roomreception areafully equipped kitchenlaundry areagarden parking space for 2 carsupper floor2 bedrooms with closetsmaster bedroom with a full bathroom and walkin closet1 full bathroom shared by the secondary bedroomstv areathis impressive home is available starting from 2900000 and presents an unparalleled chance to make juriquilla your new residence an area renowned for excellent amenities and an enviable quality of lifedont miss out on this opportunitycontact us today for more information and to schedule a visit,,2900000,161312.37,2024-09-08,B1,12.0,26851.85185185185,21804.51127819549,"{'completos': 0, 'medios': 0}",0.0,0.0,1.0,fraccionamiento villas del meson,Querétaro,Querétaro
