id,categoria,precio,precio_mxn,precio_usd,fecha_conversion,propiedad,metros_total,metros_construido,precio_m2_terreno,precio_m2_construido,tiempo_de_publicacion,dias_transcurridos,meses_transcurridos,fecha_mas_actual,tipo,Status,estacionamientos,recamaras,banos,medio_banos,bano_total,seguridad_privada,tipo_lugar,Colonia,Municipio,Estado,Colonia_Estandarizada,codigo_postal,ubicacion,url,descripcion,direccion_completa,Latitud,Longitud
820,S1,4450000.0,4450000.0,223035,2024-11-05,CASA EN LA MORALEJA 5 RECAMARAS.,200,256,22250.0,17382.8125,2023-04-20,477,15,2024-08-11,Casa En Fraccionamiento,Venta,1,4,3,1,3.5,No,,la moraleja,pachuca de soto,hidalgo,la moraleja,42064.0,"La Moraleja, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-735c71d1b16f-63b5-51616973-b5fd-3bd8,"Casa  4 recamaras la pricipal con vestidor y baño, 2 baños ,  estudio,balcon, sala, comedor, cocina integral, desayunador,patio de servicio amplio cisterna, garaje para 2 autos, vijilacia las 24 horas,enfrente de centro comerciales.","la moraleja, pachuca de soto, hidalgo, México",20.1028832,-98.7574485
821,S1,4110000.0,4110000.0,205994,2024-11-05,"Venta Casa en Fraccionamiento Arboledas de San Javier, Pachuca, Hgo.",163,258,25214.723926380368,15930.232558139534,2024-02-09,182,6,2024-08-11,Casa,Venta,1,4,4,1,4.5,No,,arboledas san javier 2a seccion,pachuca de soto,hidalgo,centro,42000.0,"Arboledas San Javier 2a Sección, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-d717a53a570b-d7d7-19195e4-8e26-7e1c,"Preciosa casa en venta, construida en tres niveles.Nivel 1.- Amplia estancia corrida, cocina equipada con espacio para desayunador, medio baño de visitas, patio posterior, estacionamiento para dos autos.Nivel 2.- Recámara principal con vestidor y baño completo, recámaras secundarias con clóset y baño completo cada una. Bodega.Nivel 3.- Estudio con baño completo, cuarto de lavado, agradable terraza.Todos los baños completos tienen cancel. Con excelente iluminación y temperatura. Zona tranquila, muy arbolada y con una excelente ubicación, cerca de centros comerciales, bancos, restaurantes, y lugares de entretenimiento, escuelas, parques, etc.Localizada en uno de los entornos más seguros y hermosos de Pachuca, en fraccionamiento privado con estricta vigilancia.","centro, pachuca de soto, hidalgo, México",20.1244023,-98.7347452
822,S1,4100000.0,4100000.0,205493,2024-11-05,"Casa en Venta en Fraccionamiento La Moraleja, en Pachuca , Hidalgo",260,260,15769.23076923077,15769.23076923077,2024-03-07,154,5,2024-08-11,Casa,Venta,1,3,4,1,4.5,No,,la moraleja,pachuca de soto,hidalgo,la moraleja,42064.0,"La Moraleja, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-63ac5451c6d0-2ea5-d9a19bd9-ba68-1f45,"la oportunidad de tu vida en Fraccionamiento La Moraleja! Esta casa de 3 recámaras ofrece un lujo inigualable con dos baños en-suite y un baño independiente para la tercera recámara, todos con amplios closets para tu comodidad. Además, cuenta con una recámara de servicio con baño propio para mayor conveniencia. En la planta baja, encontrarás un elegante medio baño, mientras que la cocina deslumbra con su hermoso estilo. ¡Esta propiedad es el sueño hecho realidad que estabas esperando!","la moraleja, pachuca de soto, hidalgo, México",20.1028832,-98.7574485
823,,3250000.0,3250000.0,162891,2024-11-05,CASA EN EXCLUSIVO RESIDENCIAL CON TERRAZA Y 4 HABS,120,260,27083.33333333333,12500.0,2023-09-09,332,11,2024-08-11,Casa,Venta,1,4,3,1,3.5,No,,san antonio,pachuca de soto,hidalgo,san antonio,42083.0,"San Antonio, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-6328e911f1e0-9dc8-1c2f112a-816d-4e39,"Casa en Residencial Terranova3.250.000,00 MXN📌Ubicada en Residencial Terranova. 4 Recámaras y Roof garden.➡️ Fraccionamiento con doble filtro de seguridad, acceso controlado 🚫, juegos infantiles 🪅, salón de usos múltiples 🥳, alberca 🤽🏻‍♀️, cancha de pádel ⚽.✔️120 m² terreno.✔️260 m² construcción.PLANTA BAJA• Sala • Comedor• Cocina equipada• ½ Baño • Bodega• Jardín• 2 EstacionamientosPLANTA MEDIA • 2 Recámaras Jr con Clóset y baño completo cada una. • 1 Recámara principal con vestidor y baño completo.PLANTA ALTA• 1 Recámara amplia• 1 Baño completo• 1 Cuarto de lavado con área de tendido✨ROOF GARDEN✨","san antonio, pachuca de soto, hidalgo, México",20.0439023,-98.7892968
824,B1,2650000.0,2650000.0,132819,2024-11-05,CASA  3 RECAMARAS EN LOMAS  RECIDENCIAL,140,260,18928.571428571428,10192.307692307691,2023-08-11,365,12,2024-08-11,Casa,Venta,1,3,2,1,2.5,No,,lomas residencial pachuca,pachuca de soto,hidalgo,lomas residencial pachuca,42094.0,"Lomas Residencial Pachuca, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-f7fd15b03441-85c1-4f994d7a-a025-4c10,"Casa 3 recamaras con 2 baños y medio,  sala, comedor,  cocina integral cuarto de servicio, garaje para 2 autos,   cistena,  tanque estacionario,  centros comerciales, escuelas,","lomas residencial pachuca, pachuca de soto, hidalgo, México",20.1090176,-98.7463258
825,S1,4300000.0,4300000.0,215517,2024-11-05,¡Tu hogar de ensueño te espera en Residencial Altara!,144,260,29861.11111111111,16538.46153846154,2024-02-21,171,5,2024-08-11,Casa,Venta,1,4,4,1,4.5,No,,ciudad de pachuca,pachuca de soto,hidalgo,arboledas de san javier,42084.0,"Ciudad de Pachuca, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-8391f7c5ecf4-953d-469b8f7e-aa37-4d51,C2024013Casa con diseño Moderno de tres niveles cuenta con excelentes acabadosPLANTA BAJASala doble alturaComedorCocinaEstacionamento para dos autos semitechadoMedio bañoBodega o almacénPLANTA PRIMER NIVELRecámara principal con baño completo y vestidorDos recámaras secundarias con closeth y baño completo cada unaPLANTA SEGUNDO NIVELRecamara de visitas con baño completoTerraza Área de lavadoSE ACEPTAN CRÉDITOS.,"arboledas de san javier, pachuca de soto, hidalgo, México",20.1097858,-98.7758653
826,E2,610000.0,610000.0,30573,2024-11-05,"✨CASA EN VENTA EN 🏡VENTA PRIETA 🏡PACHUCA DE SOTO, HGO.🏡✨",154,260,3961.038961038961,2346.153846153846,2024-02-09,182,6,2024-08-11,Casa,Venta,1,4,2,1,2.5,No,,la puerta de hierro,pachuca de soto,hidalgo,la puerta de hierro,42086.0,"La Puerta de Hierro, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-d76c300703f4-a756-1919ab4-a599-7aed,"GRAN OPORTUNIDA DE INVERSIÓN!!EXCELENTE PROPIEDAD BIEN UBICADA, CON GRAN PLUSVALÍA, CON TODOS LOS SERVICIOS, VÍAS RAPIDAS DE ACCESO, CENTROS COMERCIALES, BANCOS, HOSPITALES, ESCUELAS LOS PAGOS SON CON RECURSOS PROPIOS. INVIERTE DE FORMA SEGURA Y SIN RIESGOS  CONTRATACÍON NOTARIADA, SI ASI LO REQUIERESRESPALDO JURIDICO DURANTE TODO EL PROCESOPARA MAS INFORMACION AGENDA TU CITA, LLAMAME O MANDA WHATSAPP, SERA UN PLACER ATENDERTE. ASESOR PROFESIONAL INMOBILIARIOLIC.ANDREA CASTAÑEDA","la puerta de hierro, pachuca de soto, hidalgo, México",20.0906364,-98.7624689
827,E2,610000.0,610000.0,30573,2024-11-05,"Hermosa Propiedad en Venta Prieta, Pachuca de Soto",154,260,3961.038961038961,2346.153846153846,2024-02-09,182,6,2024-08-11,Casa,Venta,1,4,2,1,2.5,No,,la puerta de hierro,pachuca de soto,hidalgo,la puerta de hierro,42086.0,"La Puerta de Hierro, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-e83e227f48d2-5be4-1917c41-a2a8-7388,"¡¡GRAN OPORTUNIDAD DE INVERSIÓN O ADQUISICIÓN DE TU PROPIEDAD!!*SOLO RECURSOS PROPIOS*""Comunícate conmigo para que seas TÚ quien aproveche esta única oportunidad!ACOGEDORA PROPIEDAD EN:Venta Prieta, Pachuca.UBICACIÓN DE FÁCIL ACCESO, VÍAS DE COMUNICACIÓN PRINCIPALES; TRANSPORTE PUBLICO, ESCUELAS, HOSPITALES Y CENTROS COMERCIALES.CUENTA CON:• 4 RECÀMARAS• 2 1/2 BAÑOS• 2 CAJON DE ESTACIONAMIENTO. .FAVOR DE CONTACTAR AL ASESOR:Saúl González.TEL: Ver teléfono Whatsapp","la puerta de hierro, pachuca de soto, hidalgo, México",20.0906364,-98.7624689
828,,4000000.0,4000000.0,200481,2024-11-05,VENTA CASA ARBOLEDAS DE SAN JAVIER,160,260,25000.0,15384.615384615385,2022-12-02,614,20,2024-08-11,Casa,Venta,1,4,4,0,4.0,No,,arboledas san javier 1 seccion,pachuca de soto,hidalgo,arboledas de san javier,42084.0,"Arboledas San Javier 1 Sección, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-2670672dba1e-7a7-714d25e-a561-400a,"FRACCIONAMIENTO ARBOLEDAS DE SAN JAVIER Fraccionamiento de gran Plusvalía, cuenta con triple filtro de vigilancia, con vialidades rápidas que puedes trasladarte hacia la Ciudad de México, Tulancingo, Actopan y a 5 minutos del centro comercial Galerias Pachuca Planta baja.Sala.ComedorCocina con cocina integralCuarto de Alacena.Alecena.Patio de servicio de cocinaPatio traseroCochera con dos espacios.Primer piso1 recamara principal con vestidor, baño con Jacuzzi2 recamaras con baño completo  y closet.Segundo piso1 recamara con baño completo, closet.1 cuarto de planchado.Área de lavado.Terraza. 3,980.000.00. EasyBroker ID: EB-JD3540","arboledas de san javier, pachuca de soto, hidalgo, México",20.1097858,-98.7758653
829,S2,6500000.0,6500000.0,325782,2024-11-05,"CASA EN VENTA EN ZONA PLATEADA, 3 RECÁMARAS, EQUIPADA, 2 CAJONES DE ESTACIONAMIENTO",162,260,40123.456790123455,25000.0,2024-05-06,95,3,2024-08-11,Casa,Venta,1,3,3,1,3.5,No,,el tezontle,pachuca de soto,hidalgo,el tezontle,42084.0,"El Tezontle, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-2c797f9b97ec-ffb-85cce837-919b-4070,"La casa de tus sueños la encontraras en zona plateada, una de las zonas más exclusivas en la ciudad de Pachuca, a solo 5 min de-Centro comerciales-Bancos-Restaurantes-Escuelas-Hospitales-Centros de entretenimiento Planta baja-Baño de visitas-Closet de blancos-sala-comedor-cocina con alacena-área de lavandería-jardínPrimera planta-Recamara principal con vestidor, baño completo con doble lavabo y terraza.Segunda planta-2 recamaras jr. con vestidor y baño completo cada una-Roof garden con pergolaINFORMACIÓN LIC. CARLOS FELIPE CEL.Ver teléfono Whatsapp","el tezontle, pachuca de soto, hidalgo, México",20.1002757,-98.7784544
830,S2,6385000.0,6385000.0,320018,2024-11-05,VENTA CASA ZONA PLATEADA,162,260,39413.58024691358,24557.69230769231,2023-06-28,409,13,2024-08-11,Casa,Venta,1,3,2,0,2.0,No,,el tezontle,pachuca de soto,hidalgo,el tezontle,42084.0,"El Tezontle, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-21403f05b7fa-23ad-3cfcdc-a928-3f2f,"VENTA DE CASA ZONA PLATEADAUbicada en una zona exclusiva de Pachuca, como lo es zona plateada, con doble filtro de seguridad, y circuito cerrado, a  5 minutos del centro comercial galerías Pachuca, cerca de banco y escuelas. PLANTA BAJASala ComedorCocina equipada, con isla en acabado de quarzo.Medio bañoJardín trasero con área para pequeño comedor o salaEstacionamiento para 2 autosPRIMER PLANTA1 recamara con baño y vestidor muy amplia 2 recamaras amplias con closet, ambas comparte baño.SEGUNDO NIVELTerraza ideal para roof garden Sala de usos múltiples Cabe destacar que la casa tiene un estilo moderno, con excelente iluminación en todas las áreas, acabos de calidad como como piso interceramic.PRECIO DE VENTA $6.385.000.00Mantenimiento $1.000.00. EasyBroker ID: EB-NT1129","el tezontle, pachuca de soto, hidalgo, México",20.1002757,-98.7784544
831,S1,4500000.0,4500000.0,225541,2024-11-05,SE VENDE CASA EN ZONA PLATEADA MINA CONCEPCIÓN,162,260,27777.777777777777,17307.69230769231,2024-02-02,189,6,2024-08-11,Casa,Venta,1,3,3,1,3.5,No,,el tezontle,pachuca de soto,hidalgo,el tezontle,42084.0,"El Tezontle, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-16fc153a1b58-207a-844f1f54-9df2-48cf,"VENTA DE CASA EN ZONA PLATEADA PARA INVERSION ACTUALMENTE RENTADA VENTA DE CASA ZONA PLATEADA. EXCELENTES ACABADOS. 1 NIVEL: ENTRADA PARA 2 AUTOS, COCINA INTEGRAL, DESPACHO, SALA ESTANCIA, BAÑO DE VISITAS. 2 NIVEL: 2 RECAMARAS CON SU BAÑO Y CLOSET, RECAMARA PRINCIPAL CON VESTIDOR Y BAÑO COMPLETO. ROOF GARDEN: CUARTO DE SERVICIO CON BAÑO, ÁREA DE LAVADO Y ASADOR.","el tezontle, pachuca de soto, hidalgo, México",20.1002757,-98.7784544
832,S1,4500000.0,4500000.0,225541,2024-11-05,"Se vende casa moderna y funcionalista en Zona Plateada, Pachuca, Hidalgo.",162,260,27777.777777777777,17307.69230769231,2022-11-22,625,20,2024-08-11,Casa,Venta,1,3,3,0,3.0,No,,ciudad de pachuca,pachuca de soto,hidalgo,arboledas de san javier,42084.0,"Ciudad de Pachuca, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-ef29c1d07bc1-a237-10b1b85a-b0ab-33b2,"Ref: NEX-149504Se vende casa moderna y funcionalista en Zona Plateada.La casa se encuentra en la Privada Real de Pachuca, dentro de otra privada.cuenta con doble filtro de seguridad (dos casetas) y con vigilancia las 24 hrs.Zona Plateada es el lugar con mayor plusvalía en Pachuca, aquí se encuentra Galerías Pachuca, variedad de comercio, restaurantes, bancos, escuelas, tiendas de autoservicio, etc.La casa es muy amplia, está muy bien iluminada, ventilada, se vive muy cómoda, practica, consta de tres niveles.Planta baja;Sala, comedor, cocina amplia integral, patio de servicio, pequeño, jardín, estudio y medio baño.Primer nivel: }Recámara principal con baño y vestidor, dos recámaras cada una con su closet y baño propio.Segundo Nivel:ärea de lavado, área de tendido, un amplio Roof Garden con asador.La casa cuenta con acabados como pisos de porcelanato, ventanas de aluminio anonizado, cuenta con tinaco, bomba, cisterna.nNEXIMOINMOBILIARIADIGITAL","arboledas de san javier, pachuca de soto, hidalgo, México",20.1097858,-98.7758653
833,,6000000.0,6000000.0,300722,2024-11-05,"CASA EN VENTA EN LA MORALEJA CON VIGILANCIA, CANCHAS Y AREAS VERDES",180,260,33333.333333333336,23076.92307692308,2024-08-06,5,0,2024-08-11,Casa En Fraccionamiento,Venta,1,4,4,1,4.5,No,,la moraleja,pachuca de soto,hidalgo,la moraleja,42064.0,"La Moraleja, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-64ec2a19da26-3b1-1912a0a-926f-803a,"SE VENDE PROPIEDAD.📌 Ubicada en Residencial ""La Moraleja"", Pachuca, Hgo.➡️ Fácil acceso y desplazamiento a todos los puntos de entrada y salida de la ciudad.A sólo 3 min de la central de autobuses.5 min de Plaza Galerías.7 min al centro de Pachuca y salida a CDMX.💲6,000,000.00 más gastos de escrituras.Características:➡️ 2 niveles construidos.📐180m² terreno🏠 260m² construcción 🛋️ Sala🍽️ Comedor 👩🏻‍🍳 Cocina equipada💻 Estudio🛏️ 4 Recámaras🚿 4 Baños completos 🚽 ½ Baño 🧹 1 Patio de servicio 🫧 1 Cuarto de lavado 🚗 2 Estacionamientos 💦 Cisterna 10 mil litros 💧 2 tinacos de 1100 litros➡️ El fraccionamiento cuenta con:🌿 Áreas verdes 🤾🏻‍♀️ Cancha de squash🏸 Cancha de tenis🥳 Salón de eventos 📍Aceptamos:*Créditos-Pago de contado 📈 Citas e información:📲 Ver teléfono Whatsapp📲 WhatsApp*Consulta créditos participantes.","la moraleja, pachuca de soto, hidalgo, México",20.1028832,-98.7574485
834,S1,5350000.0,5350000.0,268144,2024-11-05,CASA RESIDENCIAL EN VILLA ELISA. ¡ÚNICA!,180,260,29722.222222222223,20576.92307692308,2024-02-09,182,6,2024-08-11,Casa,Venta,1,3,3,1,3.5,No,,el tezontle,pachuca de soto,hidalgo,el tezontle,42084.0,"El Tezontle, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-c77a6eaa61de-a7d2-1919f96-9857-7f29,"Acceso con control. RemotoCasa en esquina y frente área verdeTerreno 180 m2Construcción 260 m2PLANTA BAJASalaComedorCocina integral equipada con barraAlacenaMedio bañoJardín interiorCuarto de lavadoCuarto de servicioBaño de servicioGarage 2 autos techadosPLANTA ALTA3 recamaras cada una con baño completoLa Recámara principal con vestidor y baño interior con jacuzzi para una personaACCESORIOS Y ACABADOSAcabados de lujo muy bonitosCisternaCalentadorTanque estacionarioInterfónPisos y azulejos de primeraCanceles de cristal templadoPropiedad sujeta a disponibilidad. Precio sujeto a cambios sin previo aviso y en el caso de inmuebles en venta los cargos por adquisición tales como escritura, impuestos y/o avalúos no están incluidos en el precio publicado.Está ficha técnica no compromete a las partes en la suscripción de ningún documento legal. La información y medidas son aproximadas y deberán ratificarse con la documentación pertinente.","el tezontle, pachuca de soto, hidalgo, México",20.1002757,-98.7784544
835,S1,5970000.0,5970000.0,299218,2024-11-05,"Se Vende Casa en Zona Plateada, Camino Real de la Plata",228,260,26184.21052631579,22961.53846153846,2023-04-21,476,15,2024-08-11,Casa,Venta,1,4,3,0,3.0,No,,el tezontle,pachuca de soto,hidalgo,el tezontle,42084.0,"El Tezontle, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-24ac5d8043fb-4a83-7d8de99b-a3d7-39f9,"Se vende casa de dos niveles en Zona Plateada Mina Real  Primer nivel: •sala •comedor •cocina integral •estudio •½ baño •jardín amplio •bodega •área de lavado •2 espacios de estacionamiento  Segundo nivel: •1 recamara principal con vestidor, baño con jacuzzi y balcón • 1 recamara jr. Con closet y baño completo •2 recamaras jr. Con closet •1 baño completo","el tezontle, pachuca de soto, hidalgo, México",20.1002757,-98.7784544
836,L2,14500000.0,14500000.0,726744,2024-11-05,"Venta de Residencia en Pachuca Fracc. Jade, por Zona Plateada",570,260,25438.59649122807,55769.230769230766,2024-06-13,59,1,2024-08-11,Casa,Venta,1,4,7,0,7.0,No,,ciudad de pachuca,pachuca de soto,hidalgo,arboledas de san javier,42084.0,"Ciudad de Pachuca, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-5a34f46ab2fe-37ec-1900fb1-8de1-7c34,"VENTA CASA RESIDENCIAL EN FRACCIONAMIENTO JADE  cerca de Zona Plateada en Blvd Bonfil  Terreno 260 m2 Construcción. 570 m2  DISTRIBUCIÓN  Sotano: alberca y área de bar, 1 baño completo  1 cuarto de caldera para la alberca,  Primero piso: Sala Comedor Cocina integral con desayunador Recámara con baño completo cuarto de servicio  medio baño  área verde .  Segundo piso: 3 recamaras cada una con baño completo   recamara principal con vestidor y jacuzzi,  recamara 1 y 2 con balcón  cuarto de lavado y planchado  Tercer piso: roof garden con baño completo  área de asador , Bodega o cuarto de lavado  Acabados Pisos de mármol en toda la casa 14 paneles solares para temperatura de alberca  de 32 grados 7 baños Domo de desayunador eléctrico para ventilación de alberca Alarma de seguridad y circuito cerrado Amenidades del fraccionamiento Casa club con alberca  gimnasio  cancha de paddel  áreas verdes juegos infantiles  caseta de vigilancia controlada con seguridad privada y acceso con tag","arboledas de san javier, pachuca de soto, hidalgo, México",20.1097858,-98.7758653
837,A2,3650000.0,3650000.0,182939,2024-11-05,Venta: Casa amplia en punta azul,158,262,23101.26582278481,13931.297709923663,2024-07-21,21,0,2024-08-11,Casa,Venta,1,3,3,0,3.0,No,,punta azul,pachuca de soto,hidalgo,punta azul,42039.0,"Punta Azul, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-540615d040ae-8378-190d39f-a7cf-76d4,"Casa en venta en punta azul Terreno: 158 m2 Construcción 262m2Planta baja Sala en desnivel Comedor Cocina integral. Baño completoEstudio o habitación Primer piso 2  recámaras secundarias con closetsUna con tapanco Baño completoRecámara Principal amplia con baño completo y vestidorSegundo nivel Cuarto de lavado y planchadoExtra: Cochera para 4 autosCisternaTanque estacionario Jardín Área de lectura$3,650,000","punta azul, pachuca de soto, hidalgo, México",20.1222541,-98.7816975
838,S1,5357490.0,5357490.0,268519,2024-11-05,"🔴EN VENTA🔴 💎💎Casa de Lujo en Monte Olimpo Residencial, Pachuca de Soto, Hgo💎💎💎",128,264,41855.390625,20293.522727272728,2024-06-04,67,2,2024-08-11,Casa,Venta,1,4,4,1,4.5,No,,centro historico,pachuca de soto,hidalgo,centro,42000.0,"Centro Histórico, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-3d094cca83b6-c9fc-dc8e22f-829b-4c05,"🔴EN VENTA🔴 💎💎Casa de Lujo en Monte Olimpo Residencial, Pachuca de Soto, Hgo💎💎💎➡Ubicada a 5 minutos de la Universidad del Futbol, Universidad La Salle💰Precio: $5,357,490.00 más gastos de escrituración 🔹🔹🔹✅Terreno: 128 m2✅Construcción: 264 m2🔴Planta baja:-Sala-Comedor-Cocina equipada-Alacena -Estudio-Baño de visitas-Estacionamiento para 2 autos-Cisterna de 8,000 litros🔴Primer nivel:-Recamara principal con baño completo y vestidor-2 Recamaras con baño completo y closet -Sala de T.V.🔴Segundo nivel:-Recamara con baño completo y closet-Área de lavado-Área de tendido-Roof Garden con asador y pergolado🟢Amenidades:-Juegos infantiles-Área para mascotas-Hermoso andadores-Cancha multiusos-Salón de convenciones🔶Acepto:-Infonavit-Bancario-Contado","centro, pachuca de soto, hidalgo, México",20.1244023,-98.7347452
839,A1,3280000.0,3280000.0,164395,2024-11-05,Casa en venta en Residencial Platinum.,120,265,27333.33333333333,12377.358490566035,2024-03-14,148,4,2024-08-11,Casa En Fraccionamiento,Venta,1,4,2,0,2.0,No,,real de minas,pachuca de soto,hidalgo,real de minas,42090.0,"Real de Minas, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-4fcf522668bf-3039-a14a3841-a2bc-4b1a,PRIMER NIVEL:SALACOMEDORCOCINA EQUIPADA½ BAÑOJARDÍN TRASEROÁREA DE LAVADO2 ESPACIOS DE ESTACIONAMIENTOSEGUNDO NIVEL:RECAMARA PRINCIPAL CON BAÑO  COMPLETO Y VESTIDOR.2 RECAMARAS JR CON CLOSET Y BAÑO COMPLETO CADA UNA.TERCER NIVELRECAMARA 4 O ÁREA DE USOS MÚLTIPLES CON BALCÓN Y BAÑO COMPLETOROOF GARDEN½ BAÑO,"real de minas, pachuca de soto, hidalgo, México",20.1165663,-98.7341405
840,S1,4150000.0,4150000.0,207999,2024-11-05,CASA EN ALTARA 164 PACHUCA,144,265,28819.444444444445,15660.377358490568,2024-06-22,50,1,2024-08-11,Casa,Venta,1,4,4,1,4.5,No,,ciudad de pachuca,pachuca de soto,hidalgo,arboledas de san javier,42084.0,"Ciudad de Pachuca, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-bf840a688b75-ca6b-a3318979-b023-108c,"Casa en el fraccionamiento Altara residencial 164Terreno de 144m2 Construcción de 265m2Estacionamiento techado Área amplia de sala comedor Cocina equipada  campana, parrilla, horno convencional. IslaMedio baño *Segunda planta Recámara principal con vestidor muy amplio,  baño completo. Dos recamaras juniors con vestidor y baño completo. *Tercer nivel. Área de roof Sala de juegos o salón de usos múltiples. 4ta recámara con baño completo y clóset Cuarto de lavado y  tendido. Precio de $4,150,000.00Fraccionamiento con amenidades, salón de eventos, gym,canchas de padel, parque para perros, juegos infantiles, seguridad las 24hrs. circuito cerrado. excelente ubicación y plusvalía Se aceptan todos los créditos infonavit, fovissste,  bancario  y  contado.","arboledas de san javier, pachuca de soto, hidalgo, México",20.1097858,-98.7758653
841,,3000000.0,3000000.0,150361,2024-11-05,CASA EN VENTA EN FRACCIONAMIENTO A UN LADO DE EXPLANADA PACHUCA,180,265,16666.666666666668,11320.754716981131,2024-05-31,71,2,2024-08-11,Casa En Fraccionamiento,Venta,1,4,3,0,3.0,No,,centro historico,pachuca de soto,hidalgo,centro,42000.0,"Centro Histórico, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-11f554b59501-336d-c5ffa7d9-958a-1049,"Tu próxima casa, está ubicada en uno de los fraccionamientos con la mayor cantidad de amenidades. A unos cuantos pasos de Plaza Explanada, se encuentra Sendero de los Pinos.Te invitamos a conocer esta propiedad rodeada de naturaleza y árboles frutales.Con un terreno de 180 M² y una construcción de 265 M², se encuentran distribuidos espacios muy amplios, los cuales permitirán que tu y tu familia vivan cómodamente.En planta baja, encontrarás una cochera techada para 3 vehículos, sala, comedor, cocina integral, 1 patio de servicio, 2 baños completos y 1 recamara o estudio. también podrás disfrutar de un lindo jardín que da paso a las amenidades del fraccionamiento.En el primer nivel, disfrutarás de 4 recamaras de muy buen tamaño, todas con closet, así como 1 baño completo. Para los ratos de esparcimiento, podrás salir y disfrutar de sus senderos rodeados de vegetación, sus área de juegos, cancha de tenis, el salón de usos múltiples y por supuesto la alberca que cuenta con sauna, regaderas y vestidores. ¡Dale a tu familia la tranquilidad que necesita para vivir, ven y conocela!","centro, pachuca de soto, hidalgo, México",20.1244023,-98.7347452
842,C3,2350000.0,2350000.0,117783,2024-11-05,Casa en Venta Parque de Poblamiento en esquina con 4 Habitaciones.,152,266,15460.526315789471,8834.586466165414,2024-07-12,30,0,2024-08-11,Casa,Venta,1,4,3,0,3.0,No,,parque de poblamiento,pachuca de soto,hidalgo,parque de poblamiento,42032.0,"Parque de Poblamiento, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-e301a24700cf-4d0f-190a798-95af-7abd,"Casa en Parque de Poblamiento Pachuca, 4 habitaciones. Es una propiedad que se encuentra muy bien ubicada dentro de la ciudad, a 10 minutos del centro y a 10 de minutos de Galerías Pachuca. La propiedad cuenta con un amplio garage que se puede ocupar de local comercial. Recibidor. Espacios para sala, comedor. Cocina. Estudio/habitación. Baño completo. Jardín/Patio. En la planta alta tenemos habitación principal con baño completo. Sala de Estar/TV. Dos recámaras secundarias. Baño completo para recámaras secundarias.Pachuca es una ciudad pequeña moderna poseedora de una gran tradición cultural e historica. Cuenta con multiples centros comerciales de prestigio, cines y una gran variedad de lugares de recreacion para toda la familia. Pachuca es sede tambien de importantes instituciones educativas, como la Universidad Autonoma del Estado de Hidalgo, el Tecnologico de Monterrey campus hidalgo, LaSalle entre otras mas. Tiene un clima templado, que en invierno llega a ser frio y en verano semiarido.•    Consulta los créditos que aceptamos para esta propiedad""•    La información y documentación del inmueble se proporcionarán en el proceso de venta•    Los precios son al contado con pago al vendedor. El costo de financiamiento depende de cada institución bancaria y/o financiera•    Los muebles que aparecen en la publicación son con fines ilustrativos y no están incluidos en el precio de venta•    Todas las imágenes mostradas en este anuncio son para fines ilustrativos, el resultado final puede variar. Es importante hacer una visita al inmueble para conocer características y/o acabados.","parque de poblamiento, pachuca de soto, hidalgo, México",20.1230288,-98.7708018
